link,current_slice_id,future_slice_id,label
280032,5,25,0
662992,6,31,0
271436,9,16,0
375843,4,32,0
684838,8,14,0
269084,4,17,0
569864,4,28,0
549599,9,24,0
56235,6,13,0
266235,7,24,0
252976,2,12,0
412461,9,21,0
58742,6,14,0
338666,4,26,0
154220,5,31,0
172666,3,26,0
625307,1,14,0
625974,0,21,0
226292,8,12,0
424053,269,283,1
9854,6,23,0
596922,2,26,0
527789,3,28,0
193869,10,20,0
106616,6,16,0
244541,612,630,0
98846,10,35,0
280007,7,18,0
37337,42,55,0
310579,9,13,0
595803,6,30,0
248691,4,16,0
142388,161,185,0
247638,3,21,0
378961,1,21,0
508477,7,26,0
324437,6,29,0
628369,1,12,0
58742,6,17,0
111720,1,12,0
642140,206,228,0
684838,8,17,0
358566,9,13,0
338666,4,29,0
252976,2,15,0
154220,5,34,0
271436,9,19,0
549599,9,27,0
280032,5,28,0
412461,9,24,0
266235,7,27,0
335782,4,32,0
226292,8,15,0
34421,244,257,2
544404,8,16,0
357163,216,244,0
69285,10,33,0
337829,6,13,0
324437,6,30,0
366377,239,254,2
266483,9,38,0
403904,0,22,0
271083,181,203,0
18368,473,486,0
226950,0,19,0
371098,0,15,0
567903,7,28,0
223676,10,33,0
221505,0,13,0
277251,8,27,0
228931,7,11,0
223690,8,15,0
257608,4,11,0
415784,0,23,0
163595,0,17,0
514335,4,12,0
34057,7,18,0
216071,1,30,0
318903,5,26,0
358582,8,33,0
577845,151,180,0
111889,1,28,0
504047,6,32,0
197946,5,34,0
501771,8,21,0
383240,6,27,0
322270,8,26,0
316347,9,19,0
262567,9,35,0
226677,1,28,0
614911,2,19,0
99671,8,30,0
273260,9,21,0
514177,4,28,0
614085,181,202,0
660122,174,192,0
273103,10,38,0
142387,8,31,0
333509,8,26,0
275616,3,16,0
234315,8,29,0
506371,8,25,0
312309,8,37,0
142522,6,32,0
604691,6,25,0
179320,3,11,0
514335,4,30,0
34057,7,36,0
267662,8,20,0
365745,5,27,0
676927,2,12,0
57147,10,15,0
310381,8,32,0
33738,1,19,0
316347,9,37,0
70695,10,20,0
34890,0,18,0
209751,4,14,0
627515,6,27,0
224712,101,128,0
602830,7,11,0
256740,1,17,0
36838,198,226,0
578192,9,35,0
652480,6,19,0
110226,8,22,0
270819,9,29,0
572571,202,228,0
273627,10,19,0
320961,672,691,0
382944,8,18,0
466729,10,23,0
73857,10,25,0
60546,6,24,0
684836,6,33,0
324206,3,18,0
383210,9,32,0
110522,9,28,0
316191,5,29,0
190854,2,27,0
33503,209,228,1
412461,9,31,0
157509,6,13,0
71434,3,14,0
358566,9,20,0
505779,6,27,0
252976,2,22,0
69212,10,18,0
269205,6,14,0
266235,7,34,0
193090,2,11,0
58742,6,24,0
684838,8,24,0
549599,9,34,0
377487,212,227,0
513629,6,19,0
269084,4,27,0
330534,145,160,0
336701,6,19,0
226292,8,22,0
370511,0,28,0
19731,237,252,0
516689,8,15,0
377053,3,24,0
266240,2,15,0
255995,7,24,0
219908,7,16,0
273141,0,19,0
270819,9,30,0
171820,3,19,0
193065,0,23,0
316191,5,30,0
547188,10,16,0
175757,0,16,0
502106,157,181,0
549599,9,36,0
193090,2,13,0
71434,3,16,0
684838,8,26,0
226292,8,24,0
252976,2,24,0
157509,6,15,0
412461,9,33,0
58742,6,26,0
377487,212,229,0
505779,6,29,0
39669,5,17,0
266235,7,36,0
269084,4,29,0
111720,1,21,0
220460,185,204,0
628369,1,21,0
358566,9,22,0
382944,8,22,0
502106,157,184,0
503115,7,12,0
312505,2,12,0
377053,3,27,0
650797,0,16,0
270819,9,33,0
110522,9,32,0
193065,0,26,0
660968,8,13,0
190854,2,31,0
36977,6,33,0
547188,10,19,0
266240,2,18,0
316191,5,33,0
175757,0,19,0
226565,667,680,0
504869,7,11,0
219908,7,19,0
578452,181,208,0
324206,3,22,0
516689,8,18,0
268996,8,21,0
502075,0,29,0
511382,1,20,0
273229,7,16,0
684814,8,33,0
357541,9,23,0
314250,3,22,0
310417,3,15,0
586645,3,14,0
370395,407,422,2
508811,6,18,0
310417,3,16,0
684814,8,34,0
16724,111,124,0
511382,1,21,0
273229,7,17,0
34111,3,20,0
382722,6,30,0
314250,3,23,0
600064,7,34,0
277740,10,38,0
278803,6,30,0
34945,0,17,0
220006,9,21,0
177201,5,31,0
34583,9,14,0
3066,12,18,0
614084,189,201,0
270159,1,20,0
333499,4,17,0
283425,10,30,0
266192,6,28,0
264341,9,14,0
224249,4,27,0
255534,8,26,0
70047,7,27,0
8844,166,190,0
262570,6,13,0
467940,4,30,0
78536,504,528,0
260991,1,15,0
320838,10,21,0
500906,7,23,0
338255,249,277,0
179821,2,12,0
16413,1,23,0
12582,152,168,0
335517,482,501,0
273618,90,118,0
270718,2,16,0
171820,3,30,0
257950,1,28,0
319490,10,23,0
450583,9,24,0
503615,4,15,0
509619,196,223,1
280065,0,11,0
257689,7,33,0
279137,7,35,0
503688,1,11,0
338747,3,18,0
255994,10,29,0
578549,3,17,0
619221,132,147,0
277740,10,39,0
34945,0,18,0
270159,1,21,0
255534,8,27,0
352966,616,630,0
543616,6,33,0
278803,6,31,0
589839,1,20,0
177201,5,32,0
34583,9,15,0
264341,9,15,0
261842,7,23,0
283425,10,31,0
614084,189,202,0
17602,9,11,0
220006,9,22,0
333499,4,18,0
70047,7,28,0
266192,6,29,0
467940,4,31,0
224249,4,28,0
262570,6,14,0
600064,7,35,0
382064,4,20,0
487555,8,17,0
142818,12,24,0
336667,9,27,0
110487,8,16,0
192966,10,19,0
255882,10,36,0
324224,5,14,0
34780,5,16,0
575509,5,17,0
602628,3,20,0
179855,10,29,0
243244,10,22,0
377463,0,19,0
542614,8,11,0
101782,156,170,0
37128,2,30,0
221471,4,26,0
653937,2,13,0
597612,41,66,0
313120,5,16,0
98794,3,19,0
179438,10,25,0
280723,3,20,0
455229,10,36,0
336199,5,11,0
650793,2,13,0
270159,1,27,0
613653,4,11,0
283425,10,37,0
174919,1,14,0
320638,7,16,0
677255,219,235,0
223189,164,187,0
17602,9,17,0
242143,32,51,0
220006,9,28,0
171291,214,243,0
589839,1,26,0
684607,0,25,0
142124,183,197,0
278476,0,21,0
33569,167,186,0
39757,8,25,0
9343,6,20,0
99632,1,23,0
272652,1,20,0
613791,3,26,0
476817,2,13,0
277984,8,18,0
142481,218,242,0
324440,9,22,0
175743,620,632,0
450741,9,25,0
339428,4,13,0
598404,175,196,0
440247,649,673,0
611246,565,580,0
613653,4,13,0
242143,32,53,0
336199,5,13,0
315825,2,12,0
280723,3,22,0
283425,10,39,0
223189,164,189,1
313120,5,18,0
589839,1,28,0
320638,7,18,0
684607,0,27,0
174919,1,16,0
72439,6,21,0
650793,2,15,0
179438,10,27,0
262349,5,11,0
640501,222,251,0
278476,0,23,0
207597,8,20,0
270159,1,29,0
149963,1,20,0
17602,9,19,0
597612,41,68,0
33569,167,189,0
324440,9,25,0
578453,199,215,0
598404,175,199,0
450741,9,28,0
625295,4,32,0
9343,6,23,0
272652,1,23,0
613791,3,29,0
476174,7,13,0
339428,4,16,0
476817,2,16,0
39757,8,28,0
440247,649,676,0
99632,1,26,0
254280,2,17,0
336617,4,15,0
654951,692,703,2
165027,0,16,0
34583,9,20,0
335186,3,17,0
335528,0,18,0
359025,236,250,0
336226,2,18,0
224249,4,33,0
264341,9,20,0
212028,10,17,0
241289,221,238,0
34146,6,29,0
333499,4,23,0
442043,614,625,0
213299,3,16,0
34879,0,18,0
676826,1,18,0
520234,8,18,0
613791,3,31,0
251793,1,22,0
232905,4,29,0
335692,8,35,0
277984,8,23,0
309419,8,37,0
172861,687,716,0
450741,9,30,0
223178,4,17,0
490897,1,24,0
514084,662,678,0
381342,9,14,0
255557,6,34,0
330531,67,81,0
639263,7,23,0
510707,3,26,0
39757,8,30,0
657000,2,15,0
152955,8,29,0
339044,11,22,0
36827,166,180,0
507437,5,21,0
39568,3,25,0
184288,11,16,0
547789,7,26,0
59615,7,24,0
676906,620,633,0
160765,187,215,0
175337,10,22,0
238855,152,172,0
500935,0,19,0
17396,10,19,0
324537,9,17,0
336131,9,11,0
239606,8,34,0
309079,2,23,0
574275,0,29,0
622436,0,15,0
152107,2,20,0
170817,4,26,0
35091,6,14,0
677197,1,23,0
252012,5,20,0
508093,10,15,0
613108,9,20,0
311517,7,35,0
376114,9,35,0
166319,5,15,0
193352,6,29,0
335595,10,18,0
313120,5,34,0
509429,3,23,0
504317,3,20,0
544458,4,21,0
17602,9,35,0
143140,164,183,0
320638,7,34,0
650793,2,31,0
317202,2,12,0
148613,201,217,0
237858,340,363,0
677200,9,20,0
56241,10,13,0
623913,176,205,0
177654,206,229,0
679304,6,17,0
509442,6,11,0
69839,9,30,0
269018,2,13,0
336199,5,33,0
157515,7,25,0
179857,0,21,0
544458,4,25,0
262349,5,31,0
613653,4,33,0
504317,3,24,0
357010,1,11,0
317202,2,16,0
275693,11,34,0
332997,4,23,0
152591,680,700,0
181950,0,23,0
254616,117,145,0
179857,0,29,0
509442,6,19,0
357010,1,19,0
246373,211,239,0
69839,9,38,0
102599,7,27,0
321633,6,30,0
334800,8,34,0
663196,1,14,0
269083,2,28,0
270169,6,34,0
239837,3,31,0
164950,4,12,0
288263,87,110,0
142895,5,13,0
336710,0,29,0
377521,6,30,0
600412,0,16,0
271973,0,27,0
651418,180,192,0
676869,2,17,0
321477,9,25,0
262614,9,19,0
377018,7,34,0
639531,5,12,0
276081,6,27,0
335595,10,23,0
148613,201,222,0
193352,6,34,0
221743,8,15,0
336219,1,16,0
314787,3,19,0
153042,3,19,0
37738,9,25,0
474354,3,28,0
177654,206,230,0
543374,5,15,0
514570,3,13,0
679052,6,12,0
317339,4,31,0
623284,7,13,0
71572,5,16,0
57110,8,20,0
34032,8,15,0
182235,7,11,0
334677,10,17,0
472980,174,195,0
39663,6,14,0
33864,6,32,0
334739,0,26,0
513789,261,290,0
270815,4,17,0
468566,10,20,0
619602,103,126,0
501212,10,19,0
112717,329,344,1
626211,9,16,1
263657,2,14,0
140927,8,27,0
277246,7,20,0
357010,1,30,0
288300,37,53,0
591874,193,207,0
509442,6,30,0
152860,8,15,0
176895,4,30,0
243371,8,24,0
360406,8,34,0
239621,1,29,0
478239,8,37,0
177017,2,24,0
266458,10,25,0
501339,16,29,0
277246,7,28,0
316153,10,14,0
33717,2,14,0
375325,10,11,0
234302,5,13,0
569665,169,188,0
268465,9,20,0
263819,6,18,0
283428,5,11,0
279076,4,15,0
221318,0,25,0
200273,1,23,0
339563,8,27,0
226933,5,22,0
677159,146,161,0
506191,1,16,0
37844,140,151,0
326004,196,225,0
206290,7,11,0
266486,2,12,0
306807,9,11,0
43093,8,24,0
215497,2,27,0
278024,0,13,0
239622,6,33,0
183766,8,35,0
153042,3,32,0
280017,5,23,0
597126,5,16,0
254542,6,22,0
238967,2,21,0
237396,3,31,0
57060,1,20,0
529321,1,11,0
58962,1,11,0
314787,3,32,0
260293,6,25,0
38588,1,15,0
268465,9,28,0
215015,2,25,0
306807,9,13,0
226933,5,24,0
239622,6,35,0
206290,7,13,0
278024,0,15,0
266486,2,14,0
200273,1,25,0
149107,7,19,0
111342,12,37,0
43093,8,26,0
506191,1,18,0
339563,8,29,0
508188,166,180,0
504195,9,13,0
392656,157,182,0
595751,637,659,0
307967,6,14,0
112717,329,350,1
586702,9,16,0
152860,8,21,0
262568,9,16,0
516661,7,13,0
597125,9,14,0
269877,4,28,0
69649,163,177,0
333829,6,15,0
613658,3,11,0
591874,193,213,0
608188,8,12,0
626211,9,22,0
263209,13,25,0
336499,5,29,0
501212,10,25,0
263657,2,20,0
140080,8,15,0
212842,498,522,0
640357,3,15,0
37396,621,633,0
587777,5,24,0
268465,9,32,0
495910,5,15,0
316153,10,26,0
234302,5,25,0
343031,9,23,0
216064,4,19,0
375325,10,23,0
150378,158,176,0
33717,2,26,0
279076,4,27,0
597126,5,20,0
34559,10,17,0
192094,184,206,0
338603,10,12,0
288281,484,505,1
310901,0,27,0
379680,5,30,0
273082,6,24,0
504935,1,20,0
203214,10,24,0
354504,7,19,0
10239,3,24,0
334884,1,16,0
68923,0,24,0
236014,9,16,0
268978,10,20,0
645943,3,30,0
508850,6,35,0
273705,7,25,0
99946,1,14,0
598147,173,198,0
263001,2,16,0
99649,9,15,0
268978,10,26,0
249660,614,632,0
544992,183,209,0
280035,430,445,0
234086,347,375,0
106814,4,14,0
319497,6,16,0
661549,6,13,0
189990,10,13,0
240812,428,449,0
505422,1,20,0
335462,6,31,0
650904,10,19,0
255332,278,307,1
254610,7,27,0
376803,10,36,0
315974,9,28,0
551637,123,137,0
676772,549,576,0
359161,6,25,0
255270,8,12,0
16344,1,15,0
383043,8,35,0
270767,9,11,0
288198,2,17,0
258306,2,30,0
527606,199,228,0
73860,4,13,0
307680,10,21,0
600253,259,284,0
57060,1,30,0
238967,2,31,0
283428,5,29,0
207598,3,15,0
58962,1,21,0
597126,5,26,0
357802,181,201,0
260293,6,35,0
321716,2,15,0
529321,1,21,0
38588,1,25,0
176979,183,203,0
264325,9,14,0
280017,5,33,0
254542,6,32,0
268465,9,38,0
375325,10,29,0
275564,9,14,0
349459,1,19,0
273459,8,30,0
266299,9,18,0
241768,257,278,0
73634,5,24,0
209083,3,11,0
578342,9,20,0
505776,7,25,0
142398,161,185,0
503972,1,19,0
254516,7,32,0
319234,4,28,0
317092,2,15,0
33717,2,31,0
33569,407,427,0
260764,5,11,0
316153,10,31,0
609778,4,26,0
216064,4,24,0
376283,8,29,0
503364,2,11,0
268522,7,23,0
263819,6,35,0
279076,4,32,0
271204,10,27,0
234302,5,30,0
314368,6,29,0
626651,7,14,0
598901,237,257,2
271094,1,29,0
34559,10,22,0
495910,5,20,0
602424,7,15,0
182236,8,26,0
275564,9,15,0
254516,7,33,0
238737,540,561,0
319234,4,29,0
177788,10,28,0
73634,5,25,0
578342,9,21,0
241768,257,279,0
142398,161,186,0
266299,9,19,0
273459,8,31,0
209083,3,12,0
505776,7,26,0
8091,9,25,0
578551,3,20,0
296902,0,27,0
308632,3,18,0
375870,4,17,0
305323,6,30,0
264325,9,29,0
262568,9,30,0
596170,8,20,0
173922,426,455,0
251777,1,22,0
156820,206,225,0
177812,8,24,0
262664,8,11,0
375870,4,29,0
596170,8,32,0
177812,8,36,0
542089,10,21,0
599851,3,17,0
506596,1,14,0
193396,1,20,0
237632,658,672,0
659868,121,143,0
578551,3,32,0
326562,7,17,0
136453,9,30,0
254249,2,31,0
215451,177,202,0
262546,10,31,0
257427,2,22,1
382914,5,15,0
504089,175,192,0
334568,140,163,0
36597,117,142,0
336674,8,35,0
501372,4,19,0
508897,6,19,0
182670,9,22,0
214811,3,19,0
54487,8,20,0
606389,18,35,0
254602,4,15,0
272382,7,17,0
336076,4,11,0
242791,8,11,0
209083,3,28,0
308628,10,19,0
578267,4,11,0
684687,2,23,0
271925,8,26,0
237632,658,673,0
257427,2,23,0
663409,202,220,0
599851,3,18,0
596170,8,33,0
241741,2,15,0
336074,2,11,0
382914,5,16,0
262546,10,32,0
193396,1,21,0
506596,1,15,0
98997,3,30,0
659868,121,144,0
682653,1,20,0
542089,10,22,0
336084,0,20,0
262664,8,24,0
504089,175,193,0
550180,226,253,0
176792,648,660,0
177812,8,37,0
326562,7,18,0
136453,9,31,0
308628,10,30,0
36959,1,20,0
158549,2,19,0
193014,6,33,0
262786,0,23,0
164925,6,11,0
501372,4,30,0
144737,7,20,0
63276,6,16,0
507945,7,33,0
508897,6,30,0
110107,4,25,0
308615,10,27,0
214811,3,30,0
136453,9,32,0
596170,8,34,0
193396,1,22,0
336084,0,21,0
663409,202,221,0
237632,658,674,0
333217,0,11,0
550180,226,254,0
682653,1,21,1
262664,8,25,0
336074,2,12,0
98997,3,31,0
382914,5,17,0
326562,7,19,0
504089,175,194,0
599851,3,19,0
323348,1,11,0
176792,648,661,0
257427,2,24,0
262546,10,33,0
542089,10,23,0
154935,679,707,0
336098,7,16,0
308615,10,39,0
164925,6,23,0
596144,2,20,0
596945,10,21,0
333857,8,14,0
63276,6,28,0
278652,10,12,0
58578,8,22,0
257798,3,30,0
618238,4,26,0
219767,7,11,0
314448,8,17,0
278594,5,34,0
266665,9,30,0
639262,3,26,0
9157,4,20,0
99091,3,16,0
268171,3,19,0
381231,10,26,0
336074,2,29,0
509585,9,11,0
170816,9,20,0
17723,5,13,0
323348,1,28,0
9812,5,19,0
216779,2,28,0
453696,27,43,0
39324,6,24,0
492737,3,21,0
65522,6,30,0
380903,2,12,0
279075,0,22,0
336257,8,14,0
69098,6,30,0
323457,6,17,0
506377,9,37,0
619859,8,19,0
641850,56,75,0
254113,2,27,0
263683,5,20,0
193419,5,27,0
661020,0,22,0
319421,8,31,0
226210,151,173,0
253765,3,26,0
653498,2,16,0
240809,194,213,0
273193,10,27,0
503254,6,33,0
74020,6,15,0
359030,420,448,0
319097,296,309,0
142377,2,13,0
359159,3,12,0
273165,155,168,0
585924,17,39,0
37572,4,24,0
22031,2,30,0
342031,9,12,0
675601,4,25,0
212483,10,12,0
234348,10,32,0
501400,5,26,0
627695,5,12,0
257946,9,31,0
171359,76,91,0
260196,9,28,0
315043,10,34,0
262343,2,31,0
336090,0,14,0
618057,197,226,1
684909,4,28,0
170816,9,29,0
74030,6,16,2
228558,10,17,0
445854,10,17,0
383521,9,34,0
39628,7,19,0
179813,6,13,0
306891,8,37,0
616982,10,12,0
263675,2,28,0
229953,496,511,2
367440,9,15,0
154533,10,32,0
317221,7,27,0
629619,8,22,0
215437,181,193,0
313639,584,604,0
318898,8,16,0
253551,5,25,0
577516,2,15,0
183560,72,94,0
305800,5,32,0
215340,3,25,0
505017,2,14,0
69836,8,32,0
4687,9,14,0
501103,9,24,0
510082,0,13,0
250000,3,12,0
360485,8,23,0
505737,5,13,0
224010,2,11,0
639380,10,24,0
62786,120,135,0
36597,3,25,0
259778,79,91,2
215744,6,19,0
336090,0,15,0
22031,2,31,0
234348,10,33,0
212483,10,13,0
74030,6,17,2
164690,10,14,0
37572,4,25,0
675601,4,26,0
171359,76,92,0
359159,3,13,0
315043,10,35,0
260196,9,29,0
501400,5,27,0
330176,3,30,0
257946,9,32,0
342031,9,13,0
627695,5,13,0
684909,4,29,0
193067,6,16,0
503455,8,28,0
367440,9,23,0
316013,4,16,0
629619,8,30,0
179808,3,12,0
228558,10,25,0
39628,7,27,0
322527,8,20,0
317221,7,35,0
344368,0,19,0
179813,6,21,0
65636,10,11,0
445854,10,25,0
334985,3,21,0
318898,8,24,0
616982,10,20,0
164899,8,16,0
266220,1,28,0
657978,548,570,2
228582,5,28,0
577516,2,23,0
253551,5,33,0
568997,11,16,0
544992,389,404,0
327186,5,13,0
508858,2,19,0
260196,9,34,0
675601,4,31,0
262633,125,139,0
17723,5,28,0
171823,10,13,1
315300,10,13,0
336090,0,20,0
74030,6,22,2
181919,1,12,0
380903,2,27,0
37572,4,30,0
501400,5,32,0
604701,130,145,0
32311,7,28,0
614778,243,255,2
38831,8,11,1
323218,6,14,0
509585,9,26,0
211235,0,29,0
318898,8,25,0
503455,8,29,0
616982,10,21,0
445854,10,26,0
193067,6,17,0
39628,7,28,0
367440,9,24,0
266220,1,29,0
253551,5,34,0
164899,8,17,0
577516,2,24,0
228558,10,26,0
629619,8,31,0
568997,11,17,0
544992,389,405,0
228582,5,29,0
317221,7,36,0
65636,10,12,0
623334,161,189,0
337865,135,162,0
179813,6,22,0
179808,3,13,0
334985,3,22,0
655358,5,29,0
243338,7,33,0
324166,7,29,0
597144,9,38,0
508858,2,30,0
17337,13,14,0
221506,10,16,0
594106,192,204,0
312190,8,20,0
193313,2,19,0
336082,3,13,0
487218,3,25,0
260250,9,31,0
197859,1,12,0
468697,651,670,1
527926,197,226,0
597004,1,27,0
68927,10,25,0
266375,3,19,0
674910,0,14,0
279106,6,24,0
266080,3,22,0
684674,6,34,0
446669,1,11,0
53913,9,20,0
597004,1,28,0
266080,3,23,0
279106,6,25,0
508858,2,31,0
243338,7,34,0
622230,7,20,0
684674,6,35,0
197859,1,13,0
594106,192,205,0
17337,13,15,0
260250,9,32,0
674910,0,15,0
68927,10,26,0
487218,3,26,0
221506,10,17,0
446669,1,12,0
312190,8,21,0
60475,8,17,0
336082,3,14,0
250000,3,20,0
215744,6,27,0
226411,10,29,0
136738,2,13,0
360485,8,31,0
503108,2,22,0
374667,5,19,0
505737,5,21,0
501012,4,17,0
4687,9,22,0
504856,4,16,0
477575,5,29,0
12684,1,27,0
501103,9,32,0
204774,10,17,0
285100,206,234,0
639380,10,32,0
17601,4,29,0
336477,4,12,0
446669,1,21,0
266375,3,29,0
509880,295,308,0
153253,7,12,0
12693,1,13,0
312190,8,30,0
279106,6,34,0
17337,13,24,0
312114,10,26,0
266080,3,32,0
68927,10,35,0
419304,8,15,0
197859,1,22,0
193313,2,29,0
336082,3,23,0
183567,9,15,0
221506,10,26,0
674910,0,24,0
330192,4,31,0
38309,196,216,0
266220,1,30,0
323207,8,27,0
33701,10,32,0
260279,10,16,0
225080,276,298,0
684837,2,13,0
102681,0,28,0
503455,8,30,0
600054,7,12,0
507450,2,15,0
239127,2,19,0
655358,5,30,0
228582,5,30,0
259259,8,28,0
554252,60,74,0
154194,1,23,0
213760,10,28,0
623334,161,190,0
449347,0,13,0
157830,7,21,0
596305,7,30,0
336082,3,28,0
17561,201,229,0
674910,0,29,0
12693,1,18,0
53913,9,34,0
71582,2,30,0
376424,4,11,0
153253,7,17,0
514731,2,20,0
35101,113,127,0
17337,13,29,0
312190,8,35,0
193363,4,12,0
622230,7,34,0
603739,154,167,0
197859,1,27,0
140953,6,13,1
684837,2,24,0
309628,217,246,1
147562,170,195,0
61593,10,26,0
144317,2,20,0
260279,10,27,0
527729,0,12,0
449347,0,24,0
334730,5,14,0
382026,166,180,0
58896,5,14,0
507450,2,26,0
213760,10,39,0
60842,2,24,0
273411,2,19,0
206002,6,35,0
336003,7,27,0
232871,8,31,0
226929,4,14,0
279350,3,18,0
272349,6,26,0
359103,2,25,0
501544,256,278,2
527812,2,26,0
72594,2,11,0
266471,0,22,0
319496,7,26,0
38428,469,497,0
557132,4,14,0
366390,7,29,0
204794,7,31,0
256008,5,14,0
271380,5,29,0
381365,10,31,0
370811,9,27,0
176202,2,27,0
254658,6,14,0
2158,6,16,0
183663,6,17,0
339460,9,22,0
684784,5,29,0
376354,167,180,0
257860,9,13,0
366244,172,185,0
336049,114,127,0
207841,5,25,0
319006,6,26,1
502740,10,23,0
684028,8,14,0
191154,11,29,0
54065,9,32,0
300552,5,17,0
543542,606,618,0
254658,6,18,0
316706,2,20,0
296672,4,12,0
207841,5,29,0
654514,3,16,0
622233,10,13,0
31657,3,24,0
257860,9,17,0
381365,10,35,0
214823,204,227,0
339460,9,26,0
153253,7,23,0
312114,10,37,0
60475,8,37,0
17337,13,35,0
323933,5,19,0
183567,9,26,0
241079,1,17,0
243489,86,100,0
271931,7,25,0
221506,10,37,0
144576,2,18,0
58981,179,203,0
646460,8,11,0
509703,3,28,0
58626,102,115,0
327657,236,260,0
507219,5,17,0
262762,3,15,0
383107,1,27,0
179828,8,12,0
110387,1,21,0
504142,170,189,0
99141,6,27,0
270970,10,31,0
239038,0,13,0
648418,3,15,0
584288,422,434,0
37619,3,18,0
136382,2,17,0
506035,6,21,0
107126,654,669,0
662701,0,25,0
371075,10,17,0
160871,6,24,0
676908,341,361,0
316014,7,29,0
319894,196,219,0
267905,3,29,0
376264,167,180,0
336210,5,17,0
332672,1,22,0
71612,10,16,0
684655,7,27,0
266237,5,24,0
142573,1,20,0
197918,8,31,0
216818,9,20,0
503056,8,21,0
506370,7,26,0
34863,9,15,0
266221,5,31,0
619572,9,15,0
144436,10,20,0
334667,8,11,0
183466,6,28,0
39323,1,16,0
324160,2,31,0
151997,8,35,0
59774,181,205,0
316430,5,15,0
507218,3,18,0
324176,9,17,0
319919,9,19,0
136928,7,11,2
336210,5,23,0
214389,160,179,0
247421,6,13,0
9516,5,25,0
136382,2,23,0
206068,6,34,0
544505,5,12,0
261198,7,16,0
175101,257,280,0
648418,3,21,0
17387,5,27,0
71612,10,22,0
37619,3,24,0
277348,6,33,0
334667,8,37,0
640690,9,22,0
324423,221,246,1
182890,9,22,0
513063,5,32,0
623453,10,21,0
314782,9,25,0
182722,3,14,0
211236,183,209,0
171291,6,11,0
370497,2,13,0
169432,0,27,1
639690,0,20,0
382901,3,24,0
79111,0,21,0
322746,469,487,0
294235,9,17,0
451129,8,34,0
213732,2,27,0
242460,7,24,0
252980,458,476,2
17733,1,13,0
684875,10,35,0
342715,5,31,0
73627,0,20,0
503253,3,14,0
149964,7,15,0
315782,9,23,0
53930,3,17,0
450543,359,386,0
17344,8,15,0
316736,7,29,0
684806,0,14,0
333827,0,23,0
276082,5,31,0
257793,1,12,0
365256,5,33,0
490808,26,47,0
256221,0,11,0
578782,10,22,0
263799,9,16,0
324028,2,25,0
73473,5,11,0
310911,9,21,0
250152,6,22,0
324152,4,20,0
565461,0,15,0
333431,9,21,0
24589,9,19,0
160870,142,169,0
12536,7,23,0
211479,2,21,0
406297,234,254,0
136928,7,29,2
411609,60,75,0
224339,1,13,0
2959,10,11,0
516758,1,28,0
273483,169,181,0
112715,234,249,1
221472,10,28,0
38598,1,12,0
242429,5,20,0
33436,2,14,0
506484,11,18,0
235264,10,37,0
255491,9,29,0
33446,4,14,0
661330,7,21,0
453696,188,212,0
253995,10,15,0
335323,5,28,0
33436,2,30,0
308708,5,29,0
212027,3,29,0
307355,209,224,0
162569,0,11,0
374898,1,11,0
613649,7,20,0
449347,157,183,0
403681,101,114,0
223264,6,23,0
310911,9,26,0
256221,0,16,0
211479,2,26,0
324152,4,25,0
73473,5,16,0
492671,1,13,0
251446,35,52,0
376606,2,23,0
302783,7,32,0
69735,9,12,0
74414,9,15,0
209118,10,32,0
578782,10,27,0
173213,3,15,0
406297,234,259,0
250152,6,27,0
273165,1,22,0
111725,7,14,0
471915,7,11,0
266393,3,22,0
641744,7,26,0
229237,10,38,0
651007,10,30,0
268569,8,24,0
478271,9,26,0
67428,2,20,0
73672,3,32,0
231554,4,16,0
181561,165,194,0
152557,341,357,0
228784,7,16,0
382547,9,21,0
307102,25,38,0
321628,2,21,0
239987,0,27,0
69097,10,36,0
505263,5,32,0
613789,4,29,0
13427,0,24,0
271198,5,30,0
279779,8,14,0
317346,0,12,0
353588,7,16,0
15956,4,18,0
312940,4,31,0
335958,1,12,0
336664,3,20,0
9088,6,29,0
222917,9,28,0
478271,9,32,0
180376,30,31,0
307102,25,44,0
578246,10,34,0
310426,7,13,0
171561,2,27,0
336250,0,27,0
377007,8,14,0
231554,4,22,0
453697,191,219,0
216657,157,172,0
641744,7,32,0
68930,4,14,0
370951,6,15,0
152557,341,363,0
179684,5,19,0
263659,0,29,0
228784,7,22,0
509170,0,14,0
201615,10,16,0
268569,8,30,0
152966,0,18,0
111818,184,212,0
310460,1,19,0
319578,7,18,0
312833,6,18,0
268701,7,20,0
456347,3,26,0
603416,6,14,0
533272,10,14,0
53540,0,29,0
318970,4,31,0
316124,7,25,0
628405,6,16,0
578244,3,20,0
69735,9,36,0
249787,180,193,0
34416,6,15,0
684929,4,20,0
304790,9,27,0
309512,9,27,0
34627,3,19,0
615425,3,26,0
213620,1,16,0
682657,5,22,0
180376,30,32,0
277949,9,11,0
268569,8,31,0
201615,10,17,0
152557,341,364,0
152966,0,19,0
171561,2,28,0
336250,0,28,0
228784,7,23,0
509170,0,15,0
252589,10,22,0
310426,7,14,0
478271,9,33,0
68930,4,15,0
216657,157,173,0
170369,168,182,0
578246,10,35,0
370951,6,16,0
307102,25,45,0
377007,8,15,0
222917,9,29,0
268701,7,30,0
309512,9,37,0
533272,10,24,0
304790,9,37,0
145377,182,199,0
216657,0,19,0
